FilterItLogS,Lipinski,RNCG,SIC0,RPCG,ATS0Z,JGI5,AETA_eta,measured log(solubility:mol/L)
-3.924463749587873,1,0.1128830031256737,0.2181042919855316,0.1157869197105887,444,0.025,0.5857264415713838,-4.679
-1.466918410308724,1,0.2276370422692885,0.2386085007312413,0.1258219384823089,226,0.0,0.518793637617771,-2.68
-3.79132859758148,1,0.3267502506809017,0.2964905527401483,0.1071459462097486,538,0.0125,0.4339459412246547,-2.68
-2.452105607248686,1,0.5893270550668716,0.2314252028779518,0.1056525971916403,442,0.0,1.215141348160423,-1.74
-4.084025936987342,1,0.3019000569844376,0.205036765658875,0.1634010544001591,878,0.0374279835390946,1.54598892148387,-3.999
-3.809626485414134,1,0.3867989180340545,0.2822775393589443,0.1517717144676195,576,0.0237268518518518,0.4764617488308677,-4.22
-1.929438918855132,1,0.3644897178309054,0.3146849835798619,0.1533275099930695,1378,0.0,1.096964555420716,-2.43
-2.303238918855132,1,0.360675286111158,0.3146849835798619,0.1502214320943944,1378,0.0,1.014312341933566,-2.37
-3.546178978944944,1,0.2224300143909903,0.2478527920684812,0.0926428035773329,1492,0.0185185185185185,1.143089083793016,-4.43
-3.134390806057089,1,0.2550092347865016,0.2640380642216691,0.1062121517587679,1454,0.0277777777777777,1.104517939045402,-3.81
-3.871231533997496,1,0.1326677637733119,0.2956072966275083,0.1366584522697934,1592,0.0208333333333333,0.5077019330491038,-4.35
-3.955835119340517,1,0.197232214754586,0.235039911917109,0.0821478404372121,1530,0.0138888888888888,1.178502728043536,-5.06
-2.720192333505154,1,0.2987700976077513,0.2852838314120776,0.1244386830681171,1416,0.0,1.062005091355529,-3.08
-1.883095006940462,1,0.4554745494170709,0.3586342117568435,0.1896335778218066,1340,0.0,0.959260508325129,-1.73
-0.772406102789851,1,0.7262254181798475,0.2966396176163633,0.3848204220260029,218,0.0,0.6846879728778588,0.0
-0.9300227810523284,1,0.3492107132347019,0.2561521449303205,0.1929056246417083,152,0.0,0.4989773853341102,-1.94
-0.55960157746339,1,0.4267847248931489,0.2922852532386289,0.4399475597600753,150,0.0,0.4224163320891881,-1.24
-2.133212667089459,1,0.5788949494141292,0.5833333333333334,0.2042707373044932,1590,0.0,0.9029427020382016,-1.32
-1.630710367802073,1,0.4464661267127673,0.3146849835798619,0.1546283118894464,442,0.0,0.8403671950946533,-2.0
-2.004510367802073,1,0.4415710057337216,0.3146849835798619,0.1516514218468443,442,0.0,0.7757084253156893,-2.03
-3.279106178451973,1,0.2835488295393453,0.2478527920684812,0.0973814327666438,556,0.0185185185185185,0.9633329423920942,-4.0
-2.858371744244983,1,0.3219512986480396,0.2640380642216691,0.1105702985593662,518,0.0277777777777777,0.9090627768094428,-3.12
-3.61880722455085,1,0.1713422252943995,0.2956072966275083,0.1307904177824848,656,0.0208333333333333,0.4481682910549095,-3.93
-2.433770918824322,1,0.372385548116816,0.2852838314120776,0.127891329044086,480,0.0,0.8473887239987729,-2.73
-1.56948147350427,1,0.5428545798387518,0.3586342117568435,0.1863760390302208,404,0.0,0.6895235866347665,-1.47
-3.322268061686397,1,0.4578952516927212,0.2110847813434559,0.2426347554980857,446,0.0092592592592592,1.03904244368823,-3.63
-3.519429115167914,1,0.1676805482005783,0.1871441427441503,0.0926536876852017,380,0.0111111111111111,0.9441777708880728,-5.51
-4.145841168392834,1,0.4076853737892169,0.198416376245059,0.2160289730540238,522,0.0069444444444444,1.116359758019402,-4.8
-3.790573749587873,1,0.1079271715879756,0.2181042919855316,0.1102120266247505,444,0.0254629629629629,0.5547963583684176,-4.17
-2.066467038575199,1,0.5616538317034973,0.2398021753972368,0.2976155346144285,332,0.0185185185185185,0.8937315567309179,-1.81
-2.2498179718818,1,0.2266355928227036,0.2090686409165615,0.1252299307113517,266,0.0277777777777777,0.7693134538232862,-3.73
-1.882875367285807,1,0.2709339045445826,0.2235094672362417,0.2793149269189105,264,0.0277777777777777,0.7122567715396092,-3.01
-5.770296886922822,0,0.3343581926601624,0.1808541188598061,0.1771735304635174,674,0.0046296296296296,1.241915997255787,-7.0
-1.640495888550464,1,0.6075433972263484,0.2539707371322467,0.32193202068264,294,0.0277777777777777,0.8336727369503344,-1.24
-1.817260500240709,1,0.2567226925848007,0.2202187890038467,0.1418548755689819,228,0.0,0.694326303005266,-3.23
-0.9174243688016216,1,0.5595373513910119,0.2748250104532309,0.3033248011857849,292,0.0,0.7142974715480748,-0.59
-1.449458410308725,1,0.3079722813034971,0.2386085007312413,0.317499038752301,226,0.0,0.632043206055847,-2.36
-2.431736031105591,1,0.3425095503680926,0.3146849835798619,0.1495691938168706,2962,0.0,1.069876475757778,-2.96
-3.653310779054451,1,0.2095975871339898,0.2478527920684812,0.0915289834373856,3076,0.0185185185185185,1.185203112977393,-4.81
-3.967564365280089,1,0.1339869891112188,0.2956072966275083,0.1378559792294774,3176,0.0208333333333333,0.5256844734056177,-4.55
-2.020724360194497,1,0.4343150462055116,0.3586342117568435,0.18958485229047,2924,0.0,1.021871995820358,-2.29
-1.598915367285807,1,0.2296743867657812,0.2235094672362417,0.1543236260954405,264,0.0,0.8074349093363534,-3.27
-4.512283070847696,1,0.1040859896997989,0.2118370858458134,0.1057589440748418,516,0.0200617283950617,0.5939230444353829,-5.22
-3.374683142236925,1,0.1180193804938028,0.2272977056294367,0.1205175508739219,406,0.0208333333333333,0.4858039253635679,-3.7
-4.776047009387291,1,0.0950866473945803,0.2084331247347669,0.0971345196605186,552,0.0248842592592592,0.5515250702448284,-5.85
-0.6841083949284741,1,0.2773483848202624,0.4689823920546421,0.2991541748847368,412,0.0,0.4110656608314254,-0.807
-2.414367207728932,1,0.5754118225932188,0.2910563814844883,0.3324747132780029,432,0.0208333333333333,0.4145415054250007,-2.22
-2.629531194758687,1,0.4998545371859077,0.2856358943720034,0.1961083677420071,418,0.0208333333333333,0.4214607932653512,-1.92
-3.015952880778601,1,0.2998675674365779,0.3652050173140735,0.3212244942308909,544,0.0270061728395061,0.445991464686473,-3.54
-0.98418594980076,1,0.4497395265476873,0.4510762136412372,0.3453671363479286,292,0.0,0.5360778169049099,-0.8
-2.90678416866862,1,0.4879423510560931,0.2190038024377395,0.2585564550145306,408,0.0111111111111111,0.9952561493987242,-3.01
-3.100069171578492,1,0.1836006488712949,0.193126721428565,0.1014505102820428,342,0.0138888888888888,0.8923523462285813,-5.05
-2.734389361103354,1,0.2184091451796196,0.2029957756511022,0.2251653757748373,340,0.0138888888888888,0.8433520465731711,-4.24
-6.573830575316284,0,0.3067700291647967,0.1744338137510067,0.1625547999141312,750,0.0039682539682539,1.294429985454425,-8.4
-2.488347813874047,1,0.5222097709947134,0.2284067944444295,0.2767144661046673,370,0.0138888888888888,0.9471429028865248,-2.39
-2.67709946476148,1,0.2028608768489301,0.2002842627197176,0.1120929560930269,304,0.0185185185185185,0.8345776447352798,-4.44
-2.310848091050232,1,0.2418525497679199,0.2120584831144048,0.2493339745723863,302,0.0185185185185185,0.7818836073963601,-3.66
-5.366556079663663,0,0.3501006598600223,0.1845537648868849,0.1855153284311843,636,0.005050505050505,1.213401007689914,-6.35
-1.20955707163951,1,0.6615991113248629,0.2721799490905406,0.3505756773553908,256,0.0,0.7650044154132912,-0.6
-1.378038928033184,1,0.29601341433356,0.2350451878756692,0.1635646230777212,190,0.0,0.6061753069897009,-2.68
-1.009127486042054,1,0.3569680113351256,0.259762806028293,0.3680098573746474,188,0.0,0.537531272043481,-1.64
-1.454197084706216,1,0.5237075856027901,0.2910563814844883,0.2841770600964667,362,0.0625,0.523867832655293,-0.92
-0.3271715729536004,1,0.8051431316296939,0.3315855815233053,0.4266263389608957,180,0.0,0.5875274116692164,0.62
-4.961336103412521,1,0.3673987644860049,0.1886580469084409,0.1946814452908589,598,0.0055555555555555,1.183132986059258,-5.84
-10.89774454912772,0,0.1006870810953414,0.222905136009398,0.0994332084091521,3322,0.0334967320261437,0.9502426272330116,-11.6
-9.43474148549886,0,0.1150618245381007,0.2964905527401483,0.1113392160660509,2746,0.0344444444444444,0.8374806832250595,-9.16
-7.957817988947085,0,0.1222004562948549,0.3218731698397812,0.1159574206318052,2170,0.0365497076023391,0.7358929473475867,-8.01
-9.43474148549886,0,0.117737990710881,0.2964905527401483,0.0979326235956846,2746,0.0286458333333333,0.8523223686815677,-9.15
-7.957817988947085,0,0.1233578770365886,0.3218731698397812,0.1024534229653818,2170,0.0277777777777777,0.7480365428993223,-8.6
-6.462741224544595,0,0.1294195281667908,0.3218731698397812,0.1049700135302241,1594,0.0277777777777777,0.638622967118432,-7.28
-8.69824082833265,0,0.1216409600729963,0.3127342457783236,0.116739316251306,2458,0.0324074074074074,0.794687902200874,-7.92
-8.69824082833265,0,0.1218135145638256,0.3127342457783236,0.1168613387552505,2458,0.0299145299145299,0.798504458279396,-8.94
-7.957817988947085,0,0.1308166850911427,0.3218731698397812,0.1240485694924092,2170,0.0315656565656565,0.7387135721687441,-7.68
-7.212896087369261,0,0.1340632193703934,0.3248341470173868,0.1075443929451113,1882,0.0307017543859649,0.684886792048686,-7.21
-7.212896087369261,0,0.1367857201885526,0.3248341470173868,0.1112724026482564,1882,0.0249999999999999,0.6878098488834724,-7.43
-7.957817988947085,0,0.1325048504061007,0.3218731698397812,0.1079224317284319,2170,0.0266666666666666,0.7446399517828293,-7.42
-6.462741224544595,0,0.1393815702054962,0.3218731698397812,0.1108641554485293,1594,0.0262345679012345,0.6348018021123775,-6.47
-1.834132278361068,1,0.1627950229959715,0.1959829226247291,0.0790541768134464,268,0.0,1.187057296679786,-4.36
-7.957817988947085,0,0.1374338004904095,0.3218731698397812,0.1076656457876622,2170,0.033068783068783,0.7290997651146006,-8.56
-7.957817988947085,0,0.1406441050640888,0.3218731698397812,0.1092716138275315,2170,0.0214646464646464,0.7397211870605873,-8.71
-6.462741224544595,0,0.1474862823549941,0.3218731698397812,0.1144661425232486,1594,0.0277777777777777,0.6281396010887532,-6.57
-7.212896087369261,0,0.1377486118922047,0.3248341470173868,0.1070219979506563,1882,0.0171957671957672,0.6942409152742874,-7.32
-2.260742200549686,1,0.1436957015991499,0.1894485821789581,0.0680580705018447,306,0.0,1.21741129277789,-4.74
-2.683154700395046,1,0.1280945608258008,0.1839387808536961,0.0606099794708166,344,0.0,1.246991006851785,-5.05
-6.462741224544595,0,0.133965871049354,0.3218731698397812,0.1023335173607637,1594,0.0125,0.6465513792836,-7.39
-1.249235888550464,1,0.6210718512255659,0.2539707371322467,0.329607331943095,294,0.0,0.9891559807869514,-1.04
-1.776206112453347,1,0.1935592325455779,0.2039115135379551,0.080271569769248,230,0.0,1.061886723926607,-3.55
-2.207932278361068,1,0.1682514435602178,0.1959829226247291,0.0699662447138138,268,0.0,1.110774839614681,-4.36
-1.675207038575199,1,0.5731571451697945,0.2398021753972368,0.3041787937878213,332,0.0,1.044588854985568,-1.52
-0.8182970716395099,1,0.6768610986477239,0.2721799490905406,0.3592049785013197,256,0.0,0.9199802364594116,-0.4
-4.942565986107159,1,0.1386650634207943,0.2964905527401483,0.1058475959666095,1018,0.0149572649572649,0.5302096020421282,-5.27
-7.957817988947085,0,0.1238327826368213,0.3218731698397812,0.119706298214386,2170,0.0350877192982456,0.7307998292381895,-7.82
-8.69824082833265,0,0.121123863711418,0.3127342457783236,0.1138631867612175,2458,0.0338164251207729,0.7911686399037295,-7.66
-7.957817988947085,0,0.1306209388959745,0.3218731698397812,0.1239091399566663,2170,0.0375,0.7353253346736963,-7.39
-7.212896087369261,0,0.134988081264276,0.3248341470173868,0.1256095377574647,1882,0.034313725490196,0.6818118670824966,-7.8
-7.212896087369261,0,0.1143830362914699,0.3248341470173868,0.1129559801708142,1882,0.0277777777777777,0.7034541691038462,-7.92
-6.462741224544595,0,0.1418523612576466,0.3218731698397812,0.108600663809853,1594,0.03125,0.6243134600404768,-7.25
-4.142474779053211,1,0.6105294649579905,0.4697142679211166,0.3535455263390345,1438,0.0,0.5989232177972118,-3.15
-4.142474779053211,1,0.5964033735080256,0.4697142679211166,0.346486135660747,1438,0.0,0.5977079072320782,-3.1
-5.706395213239922,0,0.1377874836788724,0.3127342457783236,0.1094759250695673,1306,0.0299145299145299,0.5744710313750581,-6.29
-5.706395213239922,0,0.1377874836788724,0.3127342457783236,0.1094759250695673,1306,0.0299145299145299,0.5744710313750581,-6.26
-3.371932386945561,1,0.6299407074423674,0.4799048446968728,0.3647442437731538,1150,0.0,0.5318611187074604,-2.67
-1.904402200549686,1,0.1419656510987657,0.1894485821789581,0.0692980377044448,306,0.0,1.194408647387897,-4.8
-4.142474779053211,1,0.5949507097660268,0.4697142679211166,0.345668800181583,1438,0.0,0.5969630788114438,-3.37
-5.706395213239922,0,0.1457034352903721,0.3127342457783236,0.1115434489631477,1306,0.0259259259259259,0.5749889571011335,-6.01
-3.371932386945561,1,0.6536304201744504,0.4799048446968728,0.3785029701688185,1150,0.0,0.5272730384057644,-2.67
-3.371932386945561,1,0.612197026048242,0.4799048446968728,0.3556607311129006,1150,0.0,0.5297049658231157,-2.64
-3.185244527480251,1,0.3356540306521244,0.5447784053454194,0.3754811885970568,974,0.03125,0.4907599260387311,-3.48
-2.590197482151151,1,0.6451615189124892,0.4697142679211166,0.3735558807298145,862,0.0,0.4625488325168772,-1.3
-1.431998410308724,1,0.2496861114769331,0.2386085007312413,0.1407988061118681,226,0.0,0.6204887248058629,-2.4
-1.419866112453347,1,0.1840489559532773,0.2039115135379551,0.088200629140265,230,0.0,1.02179471363407,-3.65
-3.924463749587873,1,0.1131418384040378,0.2181042919855316,0.1160533738185404,444,0.0277777777777777,0.5828341813385572,-4.72
-1.851592278361068,1,0.1658870858858956,0.1959829226247291,0.0770315040742646,268,0.0,1.079567413896855,-4.28
-2.277339294370529,1,0.5799508554277825,0.3066199320064434,0.1863911205000957,310,0.0,0.4991744626313162,0.38
-5.706395213239922,0,0.1458825473945684,0.3127342457783236,0.1116509623253562,1306,0.0277777777777777,0.5703951220352665,-6.27
-5.706395213239922,0,0.1458825473945684,0.3127342457783236,0.1116509623253562,1306,0.0277777777777777,0.5703951220352665,-6.25
-3.371932386945561,1,0.6564847878898402,0.4799048446968728,0.3801122544450771,1150,0.0,0.525747254697773,-2.21
-5.706395213239922,0,0.1398491473826589,0.3127342457783236,0.1058931125998978,1306,0.0235042735042735,0.5773018410415989,-6.14
-3.371932386945561,1,0.6380324795616162,0.4799048446968728,0.3706368639270644,1150,0.0,0.5267555080468154,-2.34
-2.650014956985831,1,0.6402818433616244,0.2707093930310581,0.3698830258630507,400,0.0,0.6626308938662546,-2.05
-2.511241528771634,1,0.1639196777926773,0.4413862457281895,0.1812199187346246,788,0.060672514619883,0.5719272693653172,-3.22
-2.590197482151151,1,0.6762166038744564,0.4697142679211166,0.391492197868238,862,0.0,0.4566659961313332,-1.55
-1.301407038575199,1,0.5958648705065811,0.2398021753972368,0.3217322119647288,332,0.0,1.095853673793682,-0.92
-0.9450670385751992,1,0.5814815808134164,0.2398021753972368,0.3117350055057806,332,0.0,1.070282982592659,-1.22
-1.417438744979885,1,0.5726748362814674,0.2563824720059591,0.2631139644056949,330,0.0,0.9212045236595516,-1.3
-1.851592278361068,1,0.1595104520070797,0.1959829226247291,0.0755105377385032,268,0.0,1.068082606520785,-4.26
-2.095777084706216,1,0.6583369457532561,0.2910563814844883,0.380083584036378,362,0.0,0.5447191476839838,-1.19
-2.277339294370529,1,0.5812346793945451,0.3066199320064434,0.1866416271311343,310,0.0,0.4907351467691767,0.38
-2.344433287716148,1,0.2323304064761851,0.4404545781342905,0.2506469441575123,612,0.0648148148148148,0.5142701823509366,-2.82
-4.942565986107159,1,0.1418978330903694,0.2964905527401483,0.107441441671742,1018,0.0252525252525252,0.5196686997504348,-5.28
-4.942565986107159,1,0.1418978330903694,0.2964905527401483,0.107441441671742,1018,0.0252525252525252,0.5196686997504348,-5.25
-2.590197482151151,1,0.6282209746796626,0.4697142679211166,0.3649364214446342,862,0.0,0.4610634529372695,-1.79
-3.924463749587873,1,0.1076411695831272,0.2181042919855316,0.1159281295149302,444,0.0185185185185185,0.5685824591286018,-4.89
-2.095777084706216,1,0.6587236214872128,0.2910563814844883,0.3805363498853777,362,0.0,0.55083454623148,-1.29
-2.277339294370529,1,0.5831155816636422,0.3066199320064434,0.1447934445754388,310,0.0,0.4883949032434161,0.45
-2.344433287716148,1,0.2331651534267795,0.4404545781342905,0.2515686212164735,612,0.0590277777777777,0.5228903223283548,-3.0
-4.942565986107159,1,0.1345189862416265,0.2964905527401483,0.1027537373358902,1018,0.0162037037037037,0.5318846698783349,-5.21
-3.704205408096312,1,0.4224430735161537,0.2684920466644632,0.1180372657284053,456,0.037037037037037,0.549063541710933,-1.94
-4.030296457048628,1,0.4359412086963024,0.2524699635978046,0.1708030273016113,564,0.0162037037037037,0.4891633183370122,-5.17
-3.871231533997496,1,0.1342382826883873,0.2956072966275083,0.1396554282139521,1592,0.0208333333333333,0.4995866970411076,-4.4
-3.871231533997496,1,0.1342382826883873,0.2956072966275083,0.1396554282139521,1592,0.0208333333333333,0.4995866970411075,-4.4
-1.509295006940462,1,0.4585548620570902,0.3586342117568435,0.2133356014208903,1340,0.0,1.057625685454192,-1.59
-3.025339379823798,1,0.1744097252177577,0.3293393139293539,0.1787569066659937,1484,0.0,0.5547296300660578,-2.23
-0.8684923521091479,1,0.8239188779368746,0.3347983891019821,0.3544136499052423,216,0.0,0.5734990385794694,0.52
-0.1608764946738926,1,0.654639258318775,0.3821955428728739,0.3113567003931154,214,0.0,0.3765313986098867,0.32
-1.40493139470886,1,0.4272214100751212,0.2782127046172332,0.2278869650932352,358,0.0185185185185185,0.7651682692110793,-0.42
-2.042510918824322,1,0.3828614988203446,0.2852838314120776,0.1237532595218857,480,0.0,1.033166907919133,-2.51
-2.510171518037474,1,0.6579622069275608,0.3858911107998991,0.1819580495568831,612,0.0625,0.4495081381254623,-2.46
-4.169437723114048,1,0.1365224289244537,0.2707093930310581,0.1042108999016339,730,0.0166666666666666,0.4717971980085339,-4.54
-1.630710367802073,1,0.4469252997470567,0.3146849835798619,0.1698564529742827,442,0.0,0.8507330150557155,-1.96
-3.61880722455085,1,0.1745936931028456,0.2956072966275083,0.1335491508610246,656,0.0208333333333333,0.4431440269322507,-4.14
-1.793472685139788,1,0.6627413666221135,0.4362537855285537,0.3836893467879852,574,0.0,0.3892594485060333,-1.06
-1.19568147350427,1,0.5577131786249433,0.3586342117568435,0.2101993806935488,404,0.0,0.7666463928888829,-1.41
-2.753280793417724,1,0.2220241745620075,0.3293393139293539,0.1686595748161056,548,0.0,0.4768815238745575,-3.52
0.7685517117599548,1,0.352545441878477,0.4581460078048338,0.1992249122217504,272,0.0,0.3120610532686857,-0.31
-3.422243802004493,1,0.4369159040197206,0.2208765715814557,0.1883494601498928,444,0.0185185185185185,0.9771241312211436,-3.3
-2.143449294370529,1,0.5470506226079815,0.3066199320064434,0.1758215835791894,310,0.0625,0.4622908058163684,0.51
-1.266695888550464,1,0.6121346113866247,0.2539707371322467,0.324622882666823,294,0.0,0.8964505781076683,-1.17
-2.114547813874047,1,0.5255507631712746,0.2284067944444295,0.2787064826885409,370,0.0277777777777777,1.008405910197583,-2.11
-1.865516125900935,1,0.4733052622370373,0.2570017431266468,0.2303953577946909,366,0.0277777777777777,0.7671312988295877,-2.46
-1.382074368801621,1,0.5764176047052474,0.2748250104532309,0.2330606124950444,292,0.0,0.751507679298489,-1.52
-2.231123257069624,1,0.4790641537852673,0.2420092577908282,0.1937147464050703,368,0.0277777777777777,0.8819285326336457,-2.13
-3.790573749587873,1,0.1077636526639003,0.2181042919855316,0.1105373381388505,444,0.0243055555555555,0.5459316697622975,-4.29
-2.921459557103468,1,0.1329100598124369,0.2243071347541535,0.1341650647986312,336,0.0625,0.6077716028170896,-3.21
-1.692667038575199,1,0.5738734604130239,0.2398021753972368,0.3069513080540325,332,0.037037037037037,0.9435676289204066,-1.55
-2.165038744979885,1,0.5695523771328286,0.2563824720059591,0.2455275273697063,330,0.037037037037037,0.8149083844840619,-1.45
-1.266695888550464,1,0.6222582118129625,0.2539707371322467,0.3328311631862012,294,0.0,0.8867408529284176,-0.89
-1.738414368801621,1,0.6336881141219429,0.2748250104532309,0.2731753377280349,292,0.0,0.7466295257968129,-0.8
-1.533915885194523,1,0.3582314312948614,0.4623213485127188,0.2359894349810832,480,0.0208333333333333,0.3414955011148638,-1.947
-0.756072200558386,1,0.6056472518104772,0.4602621146850025,0.362001683880384,298,0.0,0.2922992026337949,1.02
-1.646924360194497,1,0.4366163539256274,0.3586342117568435,0.2139482402132643,2924,0.0,1.128472677418437,-2.09
-2.968502394121514,1,0.1215001410852429,0.2137135814081428,0.1226687333117977,374,0.0625,0.7212503040237566,-3.76
-2.246537239218853,1,0.352381384042546,0.4249662171674903,0.2399011871021071,518,0.0243055555555555,0.3903005449419515,-1.11
-0.9867789280331832,1,0.2919359873178671,0.2350451878756692,0.1876523802411001,190,0.0,0.7016614906333081,-2.56
-1.009127486042054,1,0.273444578942706,0.259762806028293,0.171284653118476,188,0.0,0.4666735530397395,-2.03
-1.360578928033183,1,0.3108058340193433,0.2350451878756692,0.1667043486359769,190,0.0,0.6648979847367421,-2.73
-1.799800500240709,1,0.2668774054228115,0.2202187890038467,0.1431577292253893,228,0.0,0.7503267943588464,-3.03
-2.097087813874047,1,0.5472640488426079,0.2284067944444295,0.2954822857678247,370,0.0416666666666666,1.079621946224717,-1.72
-1.675207038575199,1,0.5914520029757017,0.2398021753972368,0.3193405257871617,332,0.0,1.034394539877678,-1.08
-1.249235888550464,1,0.6434114744563189,0.2539707371322467,0.3473946483923503,294,0.0,0.982793638589003,-0.49
